ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
4920,C,Ship,4,1,141,3,low,F,6,5273
4921,F,Ship,3,1,243,2,medium,M,10,5460
4922,D,Ship,5,5,187,3,medium,F,5,4613
4923,D,Ship,3,2,273,3,low,M,41,3464
4924,C,Ship,3,5,144,3,medium,F,9,5912
4925,D,Ship,6,1,281,4,medium,M,2,1592
4926,C,Road,4,2,273,5,low,F,1,5012
4927,C,Ship,3,5,198,4,low,F,10,4829
4928,B,Ship,4,1,201,6,medium,F,8,5529
4929,C,Flight,3,2,181,4,low,F,18,3696
4930,B,Road,4,1,238,3,low,M,4,5449
4931,B,Ship,3,3,238,2,medium,F,4,4206
4932,D,Road,5,2,130,4,high,M,4,4371
4933,A,Ship,2,2,180,2,high,M,1,4407
4934,F,Ship,4,4,259,2,low,M,6,4308
4935,A,Road,5,5,298,4,low,M,8,1631
4936,F,Road,2,1,296,5,medium,M,29,1648
4937,F,Ship,3,1,194,4,low,M,64,2026
4938,B,Ship,5,4,140,3,high,F,56,1332
4939,F,Ship,4,1,169,4,low,F,10,4245
4940,F,Ship,4,4,165,5,low,M,21,1727
4941,D,Ship,4,3,191,3,high,F,45,3714
4942,B,Road,5,4,249,3,high,F,2,4397
4943,F,Ship,4,1,260,2,low,F,1,5001
4944,D,Road,3,4,185,4,medium,F,6,5322
4945,A,Flight,6,2,293,5,low,M,2,1494
4946,A,Road,4,3,247,10,high,M,10,5882
4947,D,Ship,4,4,270,3,low,F,4,5888
4948,B,Road,4,1,258,3,medium,M,36,2211
4949,F,Ship,6,3,245,5,medium,F,8,5678
4950,D,Ship,3,2,263,3,low,F,3,5303
4951,C,Ship,5,3,220,6,medium,F,6,1830
4952,A,Ship,3,5,222,4,medium,F,9,4247
4953,D,Ship,4,1,158,3,medium,M,5,5782
4954,B,Ship,3,4,134,3,medium,F,31,1540
4955,D,Ship,3,3,149,4,low,F,2,5282
4956,F,Ship,4,4,261,3,high,M,9,5515
4957,F,Ship,4,4,233,3,medium,F,14,2522
4958,A,Ship,5,1,211,3,low,M,7,5594
4959,F,Flight,3,4,212,2,low,M,7,4742
4960,F,Road,4,3,250,6,medium,M,2,4246
4961,F,Ship,6,3,272,4,low,M,5,1355
4962,B,Ship,3,2,262,4,low,M,1,4745
4963,F,Road,7,5,133,5,low,F,3,1544
4964,C,Ship,4,2,261,3,high,M,1,4931
4965,B,Ship,4,5,234,3,medium,F,3,5142
4966,B,Ship,5,4,184,3,low,M,9,3332
4967,A,Ship,4,1,222,2,high,M,3,5665
4968,D,Ship,3,1,243,4,high,M,59,3838
4969,F,Ship,5,5,141,2,medium,M,14,1114
4970,A,Road,3,1,197,2,low,M,4,3621
4971,C,Flight,4,5,260,3,low,M,10,4331
4972,C,Road,5,5,244,5,low,M,5,1787
4973,D,Road,3,4,150,3,low,F,5,4950
4974,F,Flight,3,2,273,3,medium,F,2,4948
4975,F,Ship,4,4,181,4,low,M,4,5767
4976,C,Flight,4,1,161,2,high,F,21,1075
4977,F,Ship,3,1,192,2,low,M,33,2818
4978,B,Flight,3,3,183,2,low,M,53,3932
4979,A,Ship,2,4,136,6,medium,M,58,1479
4980,B,Ship,5,3,212,2,low,F,7,5219
4981,A,Ship,5,3,229,2,medium,M,10,5149
4982,C,Flight,6,4,243,4,low,M,9,1353
4983,B,Road,4,3,216,3,medium,M,35,2567
4984,B,Ship,3,4,174,2,low,M,7,4596
4985,A,Road,2,2,134,3,low,F,38,1530
4986,D,Road,4,1,202,3,high,M,59,2563
4987,F,Ship,3,5,140,3,low,F,30,1035
4988,A,Ship,4,5,143,8,low,M,44,1756
4989,B,Ship,3,4,236,4,high,F,9,4744
4990,B,Ship,2,5,259,3,low,M,3,4770
4991,A,Ship,4,2,156,4,medium,F,2,5795
4992,A,Ship,3,2,173,3,low,F,15,1992
4993,A,Ship,4,5,202,3,low,F,38,2651
4994,B,Road,4,4,97,6,low,M,4,5801
4995,F,Road,4,5,222,3,medium,F,7,5844
4996,F,Ship,4,3,246,5,low,M,7,1134
4997,F,Flight,4,5,229,4,medium,F,6,4157
4998,F,Ship,4,2,237,5,low,M,6,1734
4999,B,Flight,2,5,157,6,high,F,17,1764
5000,B,Ship,3,4,222,6,medium,F,10,4579
5001,D,Road,3,2,250,3,low,F,49,3798
5002,B,Ship,5,1,225,2,medium,M,31,3454
5003,F,Ship,5,5,185,3,low,M,5,4520
5004,C,Ship,4,2,158,4,low,F,13,1785
5005,A,Ship,2,2,199,3,low,M,1,4697
5006,D,Road,4,1,241,3,low,M,4,4493
5007,C,Ship,4,2,276,2,low,M,54,3706
5008,F,Ship,4,5,246,6,low,M,64,2271
5009,F,Ship,2,1,121,3,medium,M,25,1124
5010,B,Ship,3,4,165,2,medium,M,1,5745
5011,C,Road,4,4,205,3,low,M,6,4254
5012,A,Ship,3,5,215,3,medium,F,22,2585
5013,C,Ship,3,1,225,2,high,M,6,5274
5014,F,Ship,5,2,192,7,medium,M,2,4045
5015,A,Flight,4,2,136,2,medium,F,17,1285
5016,F,Ship,5,1,256,7,low,F,50,3837
5017,A,Ship,4,5,243,5,low,M,7,1243
5018,F,Road,4,3,243,4,low,F,9,4811
5019,F,Flight,4,5,206,4,medium,F,1,1593
5020,B,Ship,3,2,208,2,low,F,7,4582
5021,B,Ship,6,3,259,4,low,F,3,4117
5022,F,Road,4,4,173,3,low,M,10,4616
5023,D,Ship,5,2,96,2,low,F,50,1186
5024,F,Road,4,3,207,3,medium,F,5,4847
5025,D,Ship,4,2,245,3,medium,M,1,4731
5026,B,Ship,3,3,231,3,medium,M,53,2333
5027,D,Road,4,5,216,2,low,M,2,4905
5028,F,Ship,3,2,209,3,medium,M,54,3001
5029,A,Flight,5,5,230,3,low,F,32,3249
5030,F,Ship,3,2,233,5,low,M,44,2010
5031,F,Flight,4,5,152,7,low,M,9,4224
5032,C,Ship,6,3,278,4,high,F,3,1033
5033,D,Ship,6,2,280,4,low,M,10,1866
5034,D,Flight,4,5,251,5,high,M,8,4573
5035,D,Flight,4,2,250,3,low,M,5,4488
5036,B,Ship,5,2,199,4,low,F,59,2885
5037,F,Ship,5,2,196,5,low,M,10,5111
5038,A,Ship,4,3,185,3,medium,F,10,2263
5039,D,Road,6,4,201,4,low,F,8,5355
5040,F,Ship,4,5,156,3,low,F,33,1836
5041,F,Ship,5,5,260,3,medium,M,8,4586
5042,F,Flight,5,2,211,3,medium,F,8,4962
5043,A,Ship,2,3,141,4,medium,M,8,4702
5044,F,Ship,4,2,167,4,high,M,5,5250
5045,D,Ship,3,3,224,6,medium,M,10,4221
5046,B,Ship,4,3,200,4,low,F,10,4291
5047,B,Ship,6,5,161,4,medium,F,20,1338
5048,A,Flight,4,1,242,2,low,M,34,3966
5049,B,Ship,4,2,224,3,medium,F,3,4511
5050,C,Ship,3,2,250,4,low,F,3,5449
5051,B,Flight,4,2,149,4,low,M,40,1102
5052,C,Ship,4,2,216,4,medium,M,3,4887
5053,F,Flight,6,5,268,4,low,F,2,1324
5054,F,Ship,6,4,264,4,low,M,1,1711
5055,D,Ship,3,3,157,3,low,M,9,5807
5056,B,Ship,3,1,231,3,medium,F,33,2755
5057,F,Ship,6,1,113,2,medium,F,7,5234
5058,B,Ship,5,5,180,5,medium,M,35,1725
5059,B,Road,5,4,239,5,low,F,10,1042
5060,F,Ship,7,3,310,5,low,F,5,1563
5061,B,Ship,2,4,225,10,high,M,56,3384
5062,F,Road,3,4,180,7,high,M,4,5500
5063,A,Ship,5,4,152,3,low,M,1,5314
5064,F,Ship,4,2,136,4,low,F,3,4190
5065,A,Ship,6,5,287,5,low,M,2,5611
5066,F,Flight,4,4,199,4,high,M,1,4163
5067,D,Ship,5,5,260,5,low,F,6,1860
5068,D,Road,4,1,261,2,medium,F,9,4158
5069,A,Ship,6,4,284,4,low,F,7,1518
5070,A,Ship,3,3,274,3,low,M,6,2986
5071,C,Flight,3,4,138,3,medium,F,10,4327
5072,B,Ship,7,3,267,4,low,M,7,1384
5073,A,Ship,3,3,164,3,high,M,9,5070
5074,A,Flight,7,4,267,4,medium,F,9,1378
5075,B,Ship,4,1,144,2,high,M,35,1072
5076,F,Ship,4,3,259,5,low,M,6,1867
5077,A,Ship,3,4,148,3,low,M,1,4387
5078,C,Road,3,4,196,2,medium,F,5,4342
5079,A,Ship,2,5,111,2,low,F,5,4038
5080,C,Ship,5,4,217,6,medium,M,6,1483
5081,D,Road,3,3,188,5,low,F,6,5713
5082,F,Ship,3,1,217,4,medium,F,1,5761
5083,C,Ship,6,5,248,4,low,F,10,1005
5084,C,Ship,3,4,113,4,low,F,56,1154
5085,F,Road,4,3,209,3,medium,M,7,4104
5086,C,Flight,3,5,151,6,low,M,8,4692
5087,C,Ship,3,2,204,4,medium,M,7,4768
5088,F,Ship,4,2,270,5,low,M,6,1520
5089,B,Ship,5,5,186,4,medium,F,9,5592
5090,A,Ship,5,5,268,3,low,F,8,5480
5091,F,Ship,3,5,222,5,medium,M,2,4027
5092,B,Ship,2,4,248,3,low,F,5,5441
5093,D,Ship,3,5,184,2,high,M,3,4883
5094,A,Ship,6,2,291,4,low,M,9,1241
5095,B,Flight,4,5,268,3,medium,M,7,3622
5096,F,Ship,5,3,133,4,medium,F,29,1094
5097,F,Ship,3,4,258,3,low,F,55,2777
5098,B,Ship,5,5,244,3,low,M,9,5695
5099,F,Flight,3,2,150,2,low,M,53,1319
5100,C,Road,3,4,188,4,low,M,2,1059
5101,F,Flight,3,4,252,4,low,F,10,5495
5102,B,Ship,6,5,280,3,low,M,9,4074
5103,B,Ship,4,5,264,3,low,F,10,5972
5104,B,Ship,3,5,258,3,low,M,5,4314
5105,C,Ship,4,3,143,3,medium,F,3,5062
5106,B,Ship,4,2,259,5,medium,M,7,1042
5107,F,Ship,4,4,159,3,medium,M,3,5545
5108,D,Flight,4,5,163,4,low,F,49,1470
5109,F,Flight,5,4,97,3,medium,F,8,4577
5110,F,Flight,5,4,151,5,low,F,1,4122
5111,A,Ship,3,4,148,2,low,M,54,1778
5112,A,Ship,5,1,205,2,low,F,3,5682
5113,C,Ship,5,1,189,3,medium,M,13,3492
5114,F,Ship,5,4,149,3,medium,F,44,1811
5115,D,Road,5,5,234,2,high,M,50,3914
5116,A,Road,5,5,170,2,medium,F,36,1278
5117,D,Ship,4,1,239,4,high,M,2,5502
5118,F,Ship,2,3,192,3,medium,F,8,5787
5119,A,Ship,4,3,296,2,medium,F,9,1523
5120,A,Ship,4,5,218,5,low,M,8,1574
5121,B,Flight,4,3,149,3,medium,F,3,4781
5122,D,Flight,4,5,230,2,low,F,38,2890
5123,D,Flight,3,4,153,10,medium,F,4,5456
5124,F,Ship,3,3,188,4,medium,M,3,3075
5125,F,Ship,2,4,143,6,medium,F,1,5514
5126,D,Road,3,2,217,3,high,M,7,5910
5127,D,Ship,5,1,169,4,medium,M,4,4541
5128,C,Ship,4,2,212,3,medium,M,3,5427
5129,D,Ship,3,1,138,5,medium,F,8,1349
5130,C,Flight,4,2,223,6,low,F,10,1650
5131,F,Ship,4,5,147,2,low,M,17,1057
5132,F,Ship,3,3,176,2,medium,M,34,1856
5133,F,Ship,2,2,254,2,low,F,8,5827
5134,D,Ship,3,5,157,4,medium,F,2,4640
5135,C,Ship,3,1,256,4,medium,F,3,4398
5136,F,Ship,6,1,309,4,medium,M,9,1305
5137,D,Ship,5,2,246,2,low,F,4,3617
5138,F,Ship,5,1,143,2,low,M,46,1387
5139,F,Road,3,2,208,2,high,M,1,4999
5140,B,Ship,3,5,174,3,low,M,7,5672
5141,F,Flight,4,2,134,2,low,F,43,1714
5142,C,Road,4,3,213,3,medium,M,7,5947
5143,D,Ship,3,1,190,3,medium,F,2,4312
5144,A,Road,3,5,240,8,low,M,9,4436
5145,A,Flight,5,2,260,3,low,F,22,2935
5146,A,Ship,3,3,196,3,low,M,4,5622
5147,A,Road,4,5,234,3,low,M,3,5438
5148,F,Ship,5,2,224,2,medium,M,8,4047
5149,C,Ship,6,3,274,4,low,M,10,1174
5150,B,Flight,4,2,116,3,low,F,2,5602
5151,C,Flight,3,3,207,3,high,M,1,5632
5152,F,Flight,3,4,239,8,high,M,4,4192
5153,C,Road,4,3,196,2,medium,F,7,4116
5154,F,Ship,4,1,261,4,medium,F,10,4632
5155,B,Ship,3,2,211,6,low,F,2,4417
5156,F,Flight,3,1,214,2,low,F,3,5595
5157,A,Ship,3,1,139,5,medium,F,5,4572
5158,D,Ship,5,1,260,5,low,M,4,1257
5159,C,Ship,6,3,142,2,low,F,9,5360
5160,F,Ship,4,3,151,3,medium,F,9,4908
5161,A,Ship,4,4,255,3,medium,F,60,2777
5162,C,Flight,3,2,189,2,medium,F,3,4617
5163,D,Ship,5,2,180,3,medium,M,1,4655
5164,B,Road,5,4,280,4,low,F,19,3298
5165,D,Ship,4,5,249,2,low,M,4,2725
5166,B,Ship,7,1,245,4,medium,M,4,1653
5167,F,Ship,4,1,221,5,medium,M,22,3075
5168,C,Road,3,3,219,3,low,M,4,5956
5169,F,Road,2,3,133,4,low,F,5,5989
5170,C,Ship,3,3,179,2,low,M,5,5058
5171,D,Ship,4,1,230,3,medium,M,40,2225
5172,B,Ship,4,1,155,4,low,F,1,4985
5173,A,Ship,3,5,143,3,low,F,10,5021
5174,A,Ship,4,5,156,3,low,M,5,4610
5175,B,Ship,4,5,135,3,low,F,6,4557
5176,B,Ship,3,5,247,3,medium,F,7,4966
5177,D,Flight,3,1,231,4,medium,F,60,3755
5178,B,Ship,3,1,227,3,low,M,10,4305
5179,F,Ship,4,2,270,2,high,F,3,4914
5180,F,Ship,6,4,260,4,medium,M,1,1726
5181,C,Ship,4,1,236,3,low,F,8,4114
5182,F,Road,4,3,162,2,medium,F,58,1708
5183,F,Ship,5,3,270,3,medium,M,38,3669
5184,A,Flight,5,4,250,3,low,F,11,3373
5185,F,Ship,4,5,209,3,low,F,6,5899
5186,D,Flight,5,1,179,2,high,M,8,5301
5187,D,Road,5,5,160,3,medium,M,55,1911
5188,F,Ship,3,1,146,3,medium,M,9,4944
5189,C,Ship,2,4,194,6,medium,F,39,3770
5190,D,Ship,5,3,282,3,medium,M,5,4644
5191,B,Ship,4,1,216,4,low,M,4,2263
5192,A,Flight,5,4,121,5,high,F,4,4814
5193,D,Road,3,2,180,2,high,F,8,4408
5194,A,Ship,4,2,154,2,medium,F,6,4705
5195,D,Ship,3,3,237,3,medium,M,57,3761
5196,A,Ship,5,5,246,5,low,F,6,1911
5197,C,Ship,3,3,192,3,medium,F,2,3995
5198,F,Ship,4,1,160,2,high,F,65,1861
5199,C,Road,4,3,135,2,high,M,24,1292
5200,A,Ship,3,4,195,3,medium,M,23,3499
5201,C,Ship,4,2,202,4,medium,M,56,3098
5202,C,Ship,5,4,199,4,low,M,24,3443
5203,F,Ship,5,4,189,3,low,M,7,4741
5204,F,Road,6,5,281,4,medium,M,5,1484
5205,F,Ship,5,5,263,8,medium,F,9,2236
5206,A,Ship,5,4,199,5,medium,M,6,5210
5207,F,Ship,4,1,145,3,medium,F,7,4386
5208,D,Flight,3,4,272,10,medium,M,63,2455
5209,D,Flight,3,2,257,3,medium,M,9,5236
5210,F,Ship,3,4,168,3,medium,F,3,5303
5211,A,Ship,4,2,171,3,low,M,34,1352
5212,B,Road,4,1,264,3,low,M,13,3015
5213,F,Ship,4,4,139,3,medium,M,2,5135
5214,A,Road,3,3,237,3,medium,M,6,4918
5215,F,Road,3,1,132,2,medium,M,62,1909
5216,D,Ship,4,2,222,3,low,F,3,5130
5217,F,Ship,4,1,255,3,medium,F,6,4313
5218,F,Ship,6,1,225,6,low,M,8,5714
5219,F,Ship,5,1,245,5,low,F,3,1956
5220,F,Road,4,1,154,10,high,M,10,5674
5221,D,Ship,7,3,309,4,low,F,1,1290
5222,A,Ship,3,2,176,2,low,F,2,5083
5223,A,Ship,4,2,257,3,low,M,3,5549
5224,A,Ship,3,2,259,8,high,M,3,4390
5225,C,Ship,7,1,257,4,low,M,1,1405
5226,F,Flight,5,5,115,5,low,F,26,1692
5227,F,Ship,4,4,143,8,medium,F,39,1345
5228,F,Ship,3,3,153,10,medium,M,10,5772
5229,A,Road,3,2,175,2,low,M,9,4859
5230,D,Ship,4,1,211,3,high,M,5,5757
5231,F,Ship,6,5,266,4,low,F,6,1201
5232,F,Ship,4,4,144,3,low,M,6,4137
5233,F,Ship,5,2,248,5,medium,F,9,1973
5234,C,Ship,4,2,152,2,low,M,7,5026
5235,D,Flight,4,2,194,3,low,F,3,5174
5236,F,Ship,5,5,255,4,medium,M,3,3440
5237,D,Ship,3,3,227,2,high,M,5,4269
5238,F,Road,4,1,242,2,low,F,2,5825
5239,F,Ship,6,5,154,10,medium,F,48,1990
5240,A,Ship,3,5,278,4,medium,F,8,1785
5241,F,Ship,3,1,141,2,low,F,4,1297
5242,A,Ship,5,2,152,3,low,F,2,4172
5243,B,Ship,3,2,199,4,low,F,47,2208
5244,F,Ship,3,2,202,3,low,M,49,2881
5245,F,Flight,3,4,172,2,medium,F,5,4647
5246,D,Flight,6,4,290,4,low,F,3,1544
5247,B,Ship,5,1,249,3,medium,F,5,4392
5248,B,Ship,3,4,273,2,medium,F,5,5223
5249,C,Road,4,4,135,3,low,F,4,4651
5250,C,Ship,2,1,285,3,high,F,7,4999
5251,A,Ship,5,4,261,5,low,M,2,1409
5252,C,Ship,3,2,208,4,medium,M,52,2900
5253,A,Ship,3,5,159,2,medium,M,6,5804
5254,C,Ship,2,4,206,2,low,F,30,3955
5255,C,Ship,4,3,189,3,medium,F,9,4825
5256,C,Ship,3,4,160,4,low,F,56,1408
5257,C,Ship,5,2,246,3,low,F,9,5795
5258,B,Ship,5,4,232,5,low,M,10,1512
5259,A,Ship,5,4,259,3,low,F,38,3720
5260,B,Ship,3,3,201,10,high,M,10,5281
5261,F,Ship,4,1,144,4,medium,M,8,4303
5262,A,Flight,3,1,166,2,low,F,10,5932
5263,F,Ship,5,2,196,3,medium,M,4,4868
5264,C,Ship,3,2,186,2,low,M,7,5522
5265,F,Road,4,3,240,8,medium,M,8,4319
5266,F,Road,3,5,199,4,low,M,7,4520
5267,F,Flight,3,2,270,4,high,M,29,3768
5268,A,Road,4,1,162,2,low,F,47,1540
5269,D,Ship,6,3,260,4,low,F,10,1140
5270,B,Ship,4,4,146,3,low,M,3,5225
5271,A,Road,4,4,204,4,medium,F,35,2513
5272,F,Ship,6,1,155,5,medium,F,8,4882
5273,A,Ship,3,1,250,2,low,F,5,4232
5274,F,Road,4,3,238,2,low,F,1,4051
5275,D,Road,5,5,189,4,high,F,16,3564
5276,C,Ship,3,4,151,3,low,M,2,5712
5277,F,Ship,4,2,223,3,high,M,5,4282
5278,A,Ship,6,3,215,5,low,M,13,3899
5279,F,Ship,3,4,218,3,low,M,22,3818
5280,B,Road,7,1,307,4,low,F,8,1339
5281,F,Ship,3,1,269,3,low,M,61,3542
5282,F,Ship,5,1,203,5,medium,M,2,4845
5283,F,Ship,3,5,171,2,medium,M,1,4783
5284,A,Ship,3,2,148,2,low,F,1,4133
5285,F,Ship,2,1,111,2,low,F,1,4296
5286,D,Ship,4,3,187,3,low,M,61,2207
5287,F,Ship,4,4,147,3,low,M,13,1145
5288,F,Ship,5,3,253,3,low,F,3,5944
5289,B,Ship,4,5,211,4,medium,F,10,4004
5290,F,Ship,4,2,137,2,medium,M,3,4622
5291,F,Ship,3,2,100,4,low,F,10,5163
5292,B,Flight,4,3,208,2,medium,M,6,4276
5293,A,Ship,5,3,236,3,high,F,47,3519
5294,D,Flight,5,5,182,3,low,F,9,5388
5295,A,Ship,3,2,214,2,low,M,26,3503
5296,A,Ship,6,3,252,2,low,M,6,1470
5297,D,Road,4,4,251,3,high,F,5,5460
5298,B,Ship,5,4,244,6,high,F,3,4089
5299,F,Flight,5,2,271,3,medium,M,32,3785
5300,F,Ship,4,1,254,5,medium,F,3,1880
5301,A,Ship,5,3,210,2,low,M,19,3920
5302,C,Ship,3,1,199,2,medium,F,18,3346
5303,F,Road,4,4,266,3,low,M,4,5905
5304,D,Ship,4,4,251,3,medium,F,9,5350
5305,F,Ship,3,4,186,2,medium,F,9,5841
5306,F,Ship,2,1,232,6,low,F,2,5281
5307,D,Road,5,4,263,3,high,M,10,2538
5308,B,Road,5,2,173,3,low,F,7,1855
5309,B,Road,4,4,181,3,medium,M,1,5444
5310,F,Ship,6,5,211,6,low,M,3,4957
5311,A,Ship,6,4,249,4,low,M,10,1318
5312,D,Flight,6,1,191,5,low,M,8,5156
5313,F,Flight,4,1,247,3,low,F,9,2414
5314,D,Ship,4,3,136,4,low,M,10,5911
5315,B,Ship,3,5,248,2,high,M,3,5287
5316,D,Ship,4,3,239,3,low,M,10,4020
5317,F,Ship,5,3,211,3,low,F,5,5087
5318,F,Ship,3,3,181,2,medium,M,58,3719
5319,D,Ship,3,4,240,3,high,F,6,4412
5320,A,Ship,4,3,196,3,medium,F,8,5541
5321,F,Road,2,4,141,3,medium,F,27,1628
5322,B,Ship,5,2,246,3,low,M,2,4054
5323,F,Ship,5,1,255,3,medium,F,6,5715
5324,F,Ship,4,5,237,5,low,M,2,1357
5325,B,Ship,4,3,208,2,medium,F,4,4767
5326,A,Road,3,4,163,3,medium,M,5,5088
5327,B,Ship,5,1,279,4,low,F,3,1499
5328,F,Ship,6,2,247,4,medium,M,1,1668
5329,A,Ship,5,3,137,4,low,F,2,1034
5330,A,Ship,3,2,181,3,low,F,29,2164
5331,A,Ship,5,2,198,3,low,F,44,3706
5332,D,Road,3,5,134,3,low,F,10,4693
5333,A,Ship,3,1,223,2,low,M,8,5719
5334,F,Ship,4,2,128,3,medium,M,7,5675
5335,F,Road,4,3,142,3,low,F,35,1512
5336,A,Ship,3,4,133,2,low,F,7,4663
5337,B,Flight,4,2,266,3,medium,M,4,4197
5338,D,Flight,4,1,274,6,low,M,8,1141
5339,A,Ship,4,4,147,5,medium,F,33,1886
5340,F,Ship,3,2,223,4,low,F,20,3955
5341,F,Road,6,4,160,2,low,F,31,1689
5342,C,Ship,7,1,285,4,low,M,2,1516
5343,D,Ship,6,3,278,4,low,F,9,1368
5344,F,Road,3,3,154,10,medium,F,1,5235
5345,F,Ship,3,5,258,3,low,M,17,3033
5346,B,Ship,3,5,284,2,low,M,10,5619
5347,A,Ship,7,1,306,4,medium,M,5,1467
5348,F,Ship,6,4,284,4,low,M,7,1584
5349,F,Ship,5,3,218,5,medium,F,4,1433
5350,B,Ship,2,2,160,3,low,M,48,1691
5351,F,Ship,3,1,209,2,medium,F,3,4184
5352,F,Ship,5,3,189,5,low,M,7,4869
5353,A,Flight,4,1,219,3,low,M,3,5223
5354,F,Ship,6,2,293,6,low,F,10,1919
5355,C,Flight,5,1,266,3,low,M,8,4786
5356,F,Ship,4,4,174,2,low,F,11,1577
5357,A,Flight,4,4,193,3,medium,F,3,4596
5358,F,Ship,4,2,155,5,low,F,48,1043
5359,A,Road,5,5,239,6,low,F,1,1984
5360,A,Ship,6,5,279,4,low,M,7,1447
5361,F,Ship,3,1,219,3,medium,M,6,4893
5362,F,Road,4,3,263,6,medium,M,8,1123
5363,F,Ship,5,5,257,5,medium,F,6,1101
5364,F,Ship,3,1,226,2,low,M,7,4703
5365,C,Ship,4,3,258,3,low,F,12,2017
5366,D,Road,4,2,202,3,low,M,8,4575
5367,A,Ship,4,4,193,3,low,M,5,5090
5368,F,Road,3,4,200,3,low,F,7,5400
5369,B,Ship,5,3,248,3,medium,M,4,2207
5370,F,Road,3,4,191,5,medium,F,4,4243
5371,F,Ship,4,1,268,3,medium,M,6,4681
5372,B,Flight,2,3,175,6,high,F,6,5341
5373,D,Ship,3,3,262,4,low,M,5,4782
5374,D,Ship,4,3,202,3,medium,M,2,3962
5375,A,Ship,4,2,148,2,low,M,9,4334
5376,C,Road,5,5,195,4,medium,M,1,4482
5377,F,Ship,4,4,170,3,low,M,29,1188
5378,B,Flight,4,3,225,5,low,M,1,1755
5379,B,Ship,3,5,180,4,low,F,9,5105
5380,C,Flight,6,1,215,4,low,M,1,4581
5381,C,Ship,2,2,190,3,low,M,51,2380
5382,C,Ship,5,3,198,4,medium,M,2,5316
5383,C,Ship,6,3,297,4,medium,M,2,1954
5384,F,Ship,4,4,186,7,medium,M,9,5418
5385,F,Road,3,3,250,4,medium,M,1,4717
5386,B,Ship,4,1,145,3,low,M,3,5618
5387,A,Ship,5,5,133,3,medium,F,21,1648
5388,B,Ship,4,5,216,3,medium,M,1,5167
5389,B,Ship,4,5,170,3,low,M,2,5671
5390,A,Ship,6,3,260,5,low,M,8,1324
5391,F,Ship,6,5,254,4,low,F,2,1824
5392,F,Ship,4,4,266,2,low,F,5,5601
5393,A,Road,3,1,269,4,low,F,7,5107
5394,F,Ship,6,3,279,4,low,M,7,1090
5395,D,Ship,7,4,308,5,medium,F,7,1563
5396,B,Ship,5,2,240,5,medium,M,3,1079
5397,F,Ship,4,2,146,3,low,F,9,5871
5398,F,Ship,3,5,136,3,medium,F,7,4147
5399,D,Ship,3,5,110,3,low,M,55,1875
5400,D,Ship,5,4,215,2,medium,M,34,2713
5401,F,Flight,3,5,233,3,medium,M,52,3519
5402,C,Flight,4,1,203,4,low,M,34,3813
5403,B,Flight,6,4,275,4,low,M,9,1585
5404,B,Ship,5,3,245,4,low,M,1,5743
5405,F,Road,3,2,252,3,medium,M,7,4507
5406,F,Road,6,2,139,6,medium,M,8,1691
5407,F,Ship,2,4,107,4,high,F,4,4451
5408,A,Ship,3,5,268,3,low,F,6,4172
5409,C,Flight,3,2,137,2,medium,M,17,1673
5410,B,Flight,6,2,159,5,medium,F,22,1247
5411,F,Ship,3,4,274,3,medium,M,19,3076
5412,F,Road,7,2,203,5,medium,F,61,1856
5413,C,Ship,4,5,213,3,medium,F,42,3121
5414,D,Flight,6,1,126,3,medium,F,37,1697
5415,A,Ship,4,5,260,3,medium,F,6,4221
5416,C,Flight,4,4,214,3,low,M,36,2684
5417,F,Road,2,3,194,4,medium,M,65,3795
5418,F,Ship,3,4,166,3,high,M,6,4247
5419,F,Ship,3,2,136,3,high,F,2,5739
5420,B,Ship,7,4,282,4,low,M,6,1800
5421,F,Ship,4,3,252,2,low,M,6,5266
5422,A,Ship,4,1,192,3,low,F,15,3460
5423,D,Ship,5,2,157,2,low,M,32,1497
5424,C,Flight,3,3,180,3,high,F,56,1684
5425,F,Flight,3,2,164,4,medium,M,6,5761
5426,F,Ship,4,5,267,4,low,M,20,3132
5427,C,Ship,2,5,185,3,low,F,9,5810
5428,F,Ship,2,5,167,3,medium,M,8,4605
5429,B,Ship,3,2,166,2,medium,M,6,4765
5430,F,Ship,3,4,148,4,high,F,1,4249
5431,F,Road,4,3,139,3,low,F,1,4986
5432,D,Road,5,2,254,4,high,M,37,2608
5433,F,Ship,4,1,139,3,low,F,7,5317
5434,F,Flight,3,3,157,4,low,M,7,5974
5435,A,Ship,5,2,249,5,high,F,28,2846
5436,F,Road,3,4,202,3,medium,M,7,1946
5437,C,Ship,4,5,250,3,low,F,2,5206
5438,F,Road,2,1,123,4,low,F,53,1036
5439,D,Ship,3,3,185,3,medium,M,4,4111
5440,A,Ship,2,5,107,3,medium,M,2,4853
5441,A,Road,5,2,196,3,medium,M,44,2085
5442,D,Ship,7,5,133,5,low,F,7,1239
5443,F,Ship,6,4,152,3,low,M,10,4376
5444,D,Ship,3,5,137,4,high,F,62,1477
5445,B,Ship,4,5,218,6,low,M,5,4364
5446,F,Ship,6,5,301,4,low,F,7,1393
5447,B,Ship,4,1,260,5,low,M,1,5559
5448,B,Flight,4,5,155,2,medium,M,41,1367
5449,A,Ship,3,4,206,4,medium,M,2,4372
5450,A,Ship,3,5,261,3,medium,M,15,2989
